Drug1,Drug2,Loewe
pralatrexate,mitotane,0.0564
decitabine,imatinib,-0.1877
fulvestrant,floxuridine,-0.0826
sorafenib,clofarabine,-0.0354
doxorubicin,pralatrexate,-0.2688
allopurinol,clofarabine,0.032
streptozocin,clofarabine,-0.1217
ifosfamide,crizotinib,-0.07
sirolimus,ruxolitinib,-0.2067
busulfan,fludarabine,-0.1143
methoxsalen,vorinostat,-0.2006
crizotinib,axitinib,-0.0739
thiotepa,pazopanib,-0.0671
busulfan,docetaxel,-0.1434
streptozocin,crizotinib,-0.0092
clofarabine,bendamustine,-0.0387
fludarabine,gefitinib,0.0021
azacitidine,altretamine,-0.1123
azacitidine,vandetanib,-0.1608
azacitidine,pazopanib,-0.1776
vinblastine,vorinostat,-0.0065
axitinib,crizotinib,-0.1004
imatinib,floxuridine,-0.0803
clofarabine,hydroxyurea,-0.1008
busulfan,abiraterone,-0.1052
pralatrexate,lenalidomide_hct,0.0166
clofarabine,imatinib,-0.0353
azacitidine,abiraterone,-0.1382
allopurinol,pralatrexate,-0.3897
fludarabine,crizotinib,0.0034
capecitabine,thiotepa,-0.154
decitabine,nilotinib,-0.1732
sirolimus,vismodegib,-0.2432
sirolimus,clofarabine,0.0424
pralatrexate,megestrolacetate,0.0231
pralatrexate,abiraterone,-0.0131
decitabine,thalidomide_hct,-0.2375
sirolimus,raloxifene,-0.1743
lapatinib,clofarabine,-0.0738
decitabine,celecoxib,-0.2
busulfan,ruxolitinib,-0.0786
azacitidine,vemurafenib_hct,-0.154
crizotinib,dacarbazine,-0.0513
busulfan,dasatinib,-0.1709
clofarabine,fulvestrant,-0.0452
sirolimus,vemurafenib_hct,-0.2418
clofarabine,nelarabine,-0.0277
methoxsalen,busulfan,-0.0787
estramustinephosphatesodium,fludarabine,-0.0774
busulfan,sunitinib,0.0007
mitotane,doxorubicin,-0.0674
pralatrexate,sunitinib,-0.7903
imatinib,thiotepa,-0.0851
clofarabine,nilotinib,-0.0493
estramustinephosphatesodium,crizotinib,0.0883
estramustinephosphatesodium,busulfan,-0.1768
sirolimus,pazopanib,-0.2507
docetaxel,tamoxifen,-0.2285
methoxsalen,clofarabine,-0.1933
busulfan,pazopanib,-0.0634
pralatrexate,vismodegib,0.0431
busulfan,bendamustine,-0.0825
thalidomide_hct,busulfan,-0.0466
erlotinib,clofarabine,-0.2288
crizotinib,megestrolacetate,-0.0671
thiotepa,celecoxib,-0.2083
abiraterone,crizotinib,-0.1351
crizotinib,vismodegib,-0.108
ifosfamide,clofarabine,-0.1456
vemurafenib_hct,raloxifene,-0.1426
pralatrexate,sorafenib,-0.0238
anastrozole,floxuridine,-0.058
procarbazine,crizotinib,-0.0618
clofarabine,celecoxib,-0.1316
thalidomide_hct,gefitinib,-0.0141
pralatrexate,bendamustine,0.0039
nelarabine,floxuridine,-0.2057
pralatrexate,anastrozole,0.0076
clofarabine,letrozole,-0.0659
pralatrexate,vinblastine,0.0365
allopurinol,crizotinib,-0.1423
anastrozole,busulfan,-0.0885
busulfan,lenalidomide_hct,-0.1235
hydroxyurea,crizotinib,-0.1093
busulfan,doxorubicin,0.0028
erlotinib,crizotinib,-0.1012
gefitinib,axitinib,-0.0783
vorinostat,raloxifene,-0.1656
docetaxel,sirolimus,0.0103
tamoxifen,crizotinib,-0.1137
pralatrexate,vandetanib,0.0294
crizotinib,lenalidomide_hct,-0.0448
erlotinib,busulfan,-0.0497
vismodegib,crizotinib,-0.1172
procarbazine,clofarabine,-0.1379
pralatrexate,temozolomide_hct,-0.8121
bendamustine,crizotinib,-0.1191
thalidomide_hct,crizotinib,-0.1682
dasatinib,gefitinib,-0.1072
clofarabine,mitotane,-0.0726
mitotane,clofarabine,0.0385
hydroxyurea,gefitinib,-0.1035
busulfan,vinblastine,-0.0864
cyclophosphamide,busulfan,-0.0436
gefitinib,abiraterone,-0.109
dacarbazine,gefitinib,-0.0924
tamoxifen,fludarabine,-0.0794
cladribine,gefitinib,-0.127
cyclophosphamide,clofarabine,0.0182
imiquimod_hct,crizotinib,-0.0688
aminolevulinicacid,clofarabine,0.0268
busulfan,sorafenib,-0.054
mitotane,crizotinib,-0.2319
sunitinib,crizotinib,-0.0992
gemcitabine_hct,gefitinib,-0.1345
cladribine,vismodegib,-0.0325
cladribine,axitinib,-0.0771
busulfan,tamoxifen,-0.0529
imiquimod_hct,clofarabine,-0.2707
estramustinephosphatesodium,gefitinib,0.0189
pralatrexate,pazopanib,-0.0096
anastrozole,clofarabine,0.042
pralatrexate,ruxolitinib,-0.0065
ruxolitinib,crizotinib,-0.1156
sorafenib,fludarabine,-0.0078
dasatinib,docetaxel,0.0077
pralatrexate,lapatinib,-0.8462
crizotinib,altretamine,-0.106
bortezomib,crizotinib,-0.0851
fludarabine,dacarbazine,0.0785
adavosertib,dasatinib,-0.2528
crizotinib,ruxolitinib,-0.1112
mitotane,fludarabine,-0.0504
adavosertib,veliparib,-0.0587
valrubicin,crizotinib,-0.1705
fludarabine,lenalidomide_hct,0.0186
estramustinephosphatesodium,docetaxel,-0.5484
fulvestrant,clofarabine,0.0059
pralatrexate,letrozole,-0.8035
busulfan,mitotane,-0.1096
mitotane,gefitinib,-0.123
megestrolacetate,gefitinib,-0.1231
vemurafenib_hct,crizotinib,-0.1277
doxorubicin,fludarabine,-0.2082
fulvestrant,gefitinib,-0.1078
busulfan,fulvestrant,-0.1518
pralatrexate,nelarabine,-0.781
pralatrexate,imatinib,-0.7994
celecoxib,axitinib,-0.0287
sunitinib,gefitinib,-0.0844
estramustinephosphatesodium,axitinib,0.0639
imatinib,crizotinib,-0.1222
busulfan,raloxifene,-0.1474
fludarabine,megestrolacetate,0.0558
fludarabine,axitinib,0.0615
fulvestrant,crizotinib,-0.1568
aminolevulinicacid,gefitinib,-0.1452
gefitinib,vandetanib,-0.1258
adavosertib,mk2206_hct,-0.1601
hydroxyurea,fludarabine,-0.0076
pralatrexate,capecitabine,-0.8449
ifosfamide,busulfan,-0.0634
crizotinib,raloxifene,-0.1252
raloxifene,crizotinib,-0.1475
pralatrexate,nilotinib,-0.8527
pralatrexate,vemurafenib_hct,-0.0117
procarbazine,sirolimus,0.0176
sirolimus,tamoxifen,0.0016
estramustinephosphatesodium,doxorubicin,-0.1705
sorafenib,docetaxel,-0.1807
thalidomide_hct,clofarabine,-0.1368
cyclophosphamide,crizotinib,-0.0091
cladribine,dacarbazine,-0.0196
clofarabine,temozolomide_hct,-0.0845
aminolevulinicacid,docetaxel,-0.0847
pralatrexate,celecoxib,-0.8384
busulfan,vandetanib,-0.0763
clofarabine,vinblastine,-0.1193
vinblastine,clofarabine,0.0883
ixabepilone,gefitinib,-0.0786
valrubicin,gefitinib,-0.0043
erlotinib,gefitinib,-0.1391
anastrozole,crizotinib,-0.1214
docetaxel,letrozole,0.0784
docetaxel,imatinib,-0.1767
crizotinib,vandetanib,-0.1103
ixabepilone,crizotinib,-0.1622
procarbazine,gefitinib,-0.1523
sirolimus,fludarabine,0.0491
docetaxel,fulvestrant,-0.0641
procarbazine,fludarabine,-0.0858
gemcitabine_hct,axitinib,-0.0044
gefitinib,lenalidomide_hct,-0.0752
gefitinib,ruxolitinib,-0.099
lapatinib,docetaxel,-0.2624
dasatinib,ruxolitinib,0.0463
dasatinib,fludarabine,0.003
cyclophosphamide,docetaxel,-0.0353
streptozocin,gefitinib,-0.1084
doxorubicin,dasatinib,-0.2006
docetaxel,vinblastine,0.0834
nelarabine,crizotinib,-0.0894
dactinomycin,crizotinib,-0.3605
docetaxel,temozolomide_hct,0.0823
vandetanib,crizotinib,-0.1163
streptozocin,docetaxel,-0.0086
aminolevulinicacid,fludarabine,-0.0286
sunitinib,docetaxel,-0.1706
dasatinib,sirolimus,0.0247
vinblastine,fludarabine,-0.049
ifosfamide,gefitinib,-0.1193
allopurinol,busulfan,-0.102
letrozole,crizotinib,-0.1476
estramustinephosphatesodium,mitotane,-0.1406
fludarabine,vismodegib,0.0148
cladribine,ruxolitinib,-0.0509
busulfan,nilotinib,-0.2045
hydroxyurea,docetaxel,0.0827
imiquimod_hct,gefitinib,-0.0928
allopurinol,gefitinib,-0.1082
fludarabine,vemurafenib_hct,0.0842
docetaxel,nelarabine,0.0859
estramustinephosphatesodium,nelarabine,0.0021
mitotane,docetaxel,0.0166
aminolevulinicacid,sirolimus,-0.0324
allopurinol,fludarabine,-0.07
estramustinephosphatesodium,dacarbazine,0.0159
nilotinib,gefitinib,-0.1368
clofarabine,capecitabine,-0.1042
vemurafenib_hct,gefitinib,-0.162
tamoxifen,gefitinib,-0.0716
bendamustine,docetaxel,0.0695
estramustinephosphatesodium,sirolimus,-0.2706
sorafenib,sirolimus,-0.0134
doxorubicin,temozolomide_hct,-0.1743
gefitinib,vismodegib,-0.1332
estramustinephosphatesodium,dasatinib,-0.2078
bendamustine,gefitinib,-0.1061
streptozocin,axitinib,0.0296
anastrozole,fludarabine,0.002
methoxsalen,fludarabine,-0.1042
gemcitabine_hct,dacarbazine,-0.0531
celecoxib,abiraterone,0.0161
dacarbazine,abiraterone,0.0344
adavosertib,dactolisib,-0.4102
cladribine,pazopanib,-0.0438
crizotinib,vemurafenib_hct,-0.1016
altretamine,crizotinib,-0.0623
mitotane,axitinib,-0.1029
celecoxib,lenalidomide_hct,-0.0237
adavosertib,bortezomib,-0.5365
busulfan,celecoxib,-0.2186
temozolomide_hct,fludarabine,-0.0195
imatinib,gefitinib,-0.139
erlotinib,docetaxel,-0.1903
estramustinephosphatesodium,streptozocin,-0.0944
crizotinib,pazopanib,-0.1393
adavosertib,topotecan,-0.5245
allopurinol,axitinib,-0.0253
fludarabine,altretamine,0.04
adavosertib,geldanamycin_hct,-0.4421
adavosertib,sorafenib,-0.5529
docetaxel,nilotinib,-0.0603
streptozocin,fludarabine,-0.0468
busulfan,lapatinib,-0.1987
ixabepilone,dacarbazine,-0.0117
temozolomide_hct,gefitinib,-0.1651
dacarbazine,axitinib,0.0218
cladribine,vemurafenib_hct,-0.0107
temozolomide_hct,crizotinib,-0.0916
hydroxyurea,dasatinib,0.0079
lapatinib,crizotinib,-0.1164
pazopanib,crizotinib,-0.156
bortezomib,axitinib,-0.0627
imiquimod_hct,busulfan,-0.1663
streptozocin,sirolimus,-0.0096
sirolimus,mitotane,-0.0026
estramustinephosphatesodium,cyclophosphamide,-0.1443
cladribine,lenalidomide_hct,-0.0985
fludarabine,celecoxib,-0.1053
estramustinephosphatesodium,vismodegib,0.0532
estramustinephosphatesodium,sorafenib,-0.2297
aminolevulinicacid,pazopanib,0.0707
cladribine,megestrolacetate,-0.0065
sunitinib,axitinib,-0.0336
gefitinib,pazopanib,-0.1729
nelarabine,fludarabine,-0.066
busulfan,nelarabine,-0.1837
gemcitabine_hct,lenalidomide_hct,-0.0376
busulfan,imatinib,-0.047
mitotane,hydroxyurea,0.1405
cladribine,abiraterone,-0.0261
dacarbazine,lenalidomide_hct,-0.0077
estramustinephosphatesodium,lenalidomide_hct,-0.0098
bendamustine,dasatinib,-0.0397
procarbazine,axitinib,-0.026
cyclophosphamide,fludarabine,-0.026
dactinomycin,gefitinib,-0.3861
estramustinephosphatesodium,imiquimod_hct,-0.076
cladribine,altretamine,-0.0228
sunitinib,dasatinib,-0.0339
altretamine,gefitinib,-0.067
dasatinib,dacarbazine,-0.0331
busulfan,capecitabine,-0.2214
ixabepilone,axitinib,-0.0671
cladribine,vandetanib,-0.0868
aminolevulinicacid,doxorubicin,0.0127
methoxsalen,gefitinib,-0.0628
doxorubicin,sorafenib,-0.4075
dasatinib,pazopanib,0.0018
dasatinib,letrozole,0.0571
estramustinephosphatesodium,raloxifene,0.0816
anastrozole,gefitinib,-0.1585
cyclophosphamide,doxorubicin,0.0325
estramustinephosphatesodium,abiraterone,0.0739
dacarbazine,ruxolitinib,0.0053
letrozole,axitinib,-0.0141
estramustinephosphatesodium,vinblastine,-0.2414
temozolomide_hct,axitinib,-0.0105
procarbazine,dasatinib,-0.0299
bortezomib,dacarbazine,-0.0347
doxorubicin,sunitinib,-0.1786
lenalidomide_hct,axitinib,0.0026
erlotinib,fludarabine,-0.1095
dasatinib,megestrolacetate,-0.0665
dasatinib,tamoxifen,0.0095
estramustinephosphatesodium,tamoxifen,-0.224
ifosfamide,axitinib,-0.0085
aminolevulinicacid,axitinib,0.0362
dacarbazine,megestrolacetate,-0.0278
bendamustine,fludarabine,0.0283
allopurinol,docetaxel,-0.0847
dasatinib,lenalidomide_hct,-0.0767
imiquimod_hct,axitinib,-0.006
estramustinephosphatesodium,nilotinib,-0.1411
fulvestrant,fludarabine,-0.0877
ifosfamide,fludarabine,-0.0667
aminolevulinicacid,dacarbazine,-0.0808
estramustinephosphatesodium,vandetanib,0.0951
cyclophosphamide,bendamustine,-0.0206
dasatinib,nilotinib,-0.0065
mitotane,sirolimus,0.0279
gemcitabine_hct,vandetanib,0.0203
estramustinephosphatesodium,capecitabine,-0.1166
estramustinephosphatesodium,megestrolacetate,0.038
estramustinephosphatesodium,procarbazine,-0.14
estramustinephosphatesodium,thalidomide_hct,-0.0806
fulvestrant,axitinib,-0.024
chlorambucil,doxorubicin,0.0921
celecoxib,megestrolacetate,-0.1352
streptozocin,doxorubicin,0.0242
procarbazine,doxorubicin,-0.0044
methoxsalen,docetaxel,-0.1639
sirolimus,bendamustine,-0.0085
altretamine,axitinib,-0.0257
doxorubicin,tamoxifen,-0.3208
nelarabine,gefitinib,-0.1419
ifosfamide,dasatinib,-0.0178
ifosfamide,docetaxel,-0.0838
erlotinib,aminolevulinicacid,0.0172
lapatinib,gefitinib,-0.1242
docetaxel,capecitabine,0.0385
nilotinib,axitinib,-0.0451
erlotinib,sirolimus,-0.193
sirolimus,vinblastine,-0.0092
fludarabine,vandetanib,0.0756
fludarabine,ruxolitinib,0.0049
estramustinephosphatesodium,letrozole,-0.2159
celecoxib,vismodegib,-0.044
hydroxyurea,axitinib,-0.0001
allopurinol,tamoxifen,0.0376
estramustinephosphatesodium,pazopanib,0.0185
cyclophosphamide,dasatinib,-0.0054
streptozocin,aminolevulinicacid,0.0042
anastrozole,axitinib,-0.0265
lapatinib,sirolimus,-0.0884
aminolevulinicacid,dasatinib,-0.0584
estramustinephosphatesodium,hydroxyurea,-0.1725
vismodegib,axitinib,-0.0476
cladribine,raloxifene,-0.0477
megestrolacetate,axitinib,-0.0229
streptozocin,megestrolacetate,0.0151
mitotane,lenalidomide_hct,-0.0803
aminolevulinicacid,abiraterone,-0.0066
aminolevulinicacid,lenalidomide_hct,-0.0138
streptozocin,dacarbazine,0.0871
dasatinib,vandetanib,-0.0193
altretamine,doxorubicin,0.0545
mitotane,megestrolacetate,-0.0778
pazopanib,axitinib,-0.08
gemcitabine_hct,megestrolacetate,-0.0704
procarbazine,dacarbazine,-0.0981
bortezomib,abiraterone,-0.0853
vinblastine,sirolimus,0.0241
streptozocin,tamoxifen,-0.028
dasatinib,altretamine,-0.1021
dasatinib,vismodegib,-0.0015
estramustinephosphatesodium,fulvestrant,-0.1474
procarbazine,aminolevulinicacid,0.0839
fulvestrant,dasatinib,-0.0714
methoxsalen,dasatinib,-0.0499
mitotane,dacarbazine,-0.0713
sirolimus,temozolomide_hct,-0.0077
imatinib,tamoxifen,0.0627
sorafenib,dasatinib,-0.0377
procarbazine,tamoxifen,0.025
streptozocin,vandetanib,0.0241
thalidomide_hct,fludarabine,-0.0816
lapatinib,axitinib,-0.0693
docetaxel,anastrozole,0.092
estramustinephosphatesodium,lapatinib,-0.0514
mitotane,sorafenib,-0.0968
celecoxib,vandetanib,-0.081
imiquimod_hct,docetaxel,-0.0877
streptozocin,mitotane,0.0262
cyclophosphamide,procarbazine,0.0715
exemestane,doxorubicin,-0.0675
allopurinol,sirolimus,-0.1115
thalidomide_hct,sirolimus,-0.0366
hydroxyurea,lenalidomide_hct,-0.0245
procarbazine,streptozocin,0.012
sirolimus,anastrozole,0.0191
sirolimus,nelarabine,0.0941
cyclophosphamide,vandetanib,0.0765
doxorubicin,nilotinib,-0.2771
axitinib,vismodegib,-0.0849
streptozocin,lenalidomide_hct,-0.0063
streptozocin,abiraterone,0.1397
hydroxyurea,abiraterone,-0.0341
lapatinib,fludarabine,-0.0082
ixabepilone,abiraterone,-0.0804
megestrolacetate,lenalidomide_hct,0.0189
fludarabine,pazopanib,0.0498
cyclophosphamide,megestrolacetate,-0.0012
cyclophosphamide,sunitinib,0.0605
sunitinib,tamoxifen,-0.003
estramustinephosphatesodium,bendamustine,-0.1812
gemcitabine_hct,altretamine,-0.0897
estramustinephosphatesodium,allopurinol,-0.1894
capecitabine,dacarbazine,-0.0437
lapatinib,abiraterone,0.0074
vemurafenib_hct,axitinib,-0.0586
abiraterone,vandetanib,-0.0156
erlotinib,abiraterone,-0.0205
valrubicin,lenalidomide_hct,0.0174
cyclophosphamide,streptozocin,-0.0081
lenalidomide_hct,vismodegib,-0.0026
fulvestrant,abiraterone,-0.041
hydroxyurea,dacarbazine,0.0226
allopurinol,doxorubicin,0.0042
cyclophosphamide,tamoxifen,-0.005
mitotane,sunitinib,-0.0326
fulvestrant,doxorubicin,-0.3041
gefitinib,raloxifene,-0.148
valrubicin,abiraterone,-0.0406
aminolevulinicacid,vinblastine,0.0304
erlotinib,dasatinib,-0.1043
dacarbazine,vemurafenib_hct,0.003
procarbazine,mitotane,0.0075
erlotinib,estramustinephosphatesodium,0.3493
gemcitabine_hct,ruxolitinib,0.013
bortezomib,vismodegib,-0.0677
methoxsalen,axitinib,-0.0763
fulvestrant,lenalidomide_hct,-0.0327
aminolevulinicacid,fulvestrant,0.0471
imiquimod_hct,fludarabine,-0.2215
procarbazine,fulvestrant,0.0404
procarbazine,ruxolitinib,-0.109
vandetanib,axitinib,0.0004
streptozocin,bendamustine,0.0108
anastrozole,doxorubicin,-0.2976
estramustinephosphatesodium,methoxsalen,-0.0278
bortezomib,vandetanib,0.0001
streptozocin,sunitinib,0.0123
ifosfamide,sirolimus,-0.0274
estramustinephosphatesodium,ruxolitinib,0.0687
thalidomide_hct,doxorubicin,0.0572
axitinib,ruxolitinib,-0.0796
erlotinib,sorafenib,0.0463
erlotinib,axitinib,-0.0635
vinblastine,doxorubicin,-0.2586
sirolimus,hydroxyurea,-0.0082
methoxsalen,doxorubicin,0.0081
cyclophosphamide,allopurinol,0.0204
aminolevulinicacid,temozolomide_hct,0.0766
dasatinib,nelarabine,0.0709
imatinib,fludarabine,0.0113
procarbazine,sorafenib,0.0318
methoxsalen,dacarbazine,-0.021
methoxsalen,sirolimus,-0.118
methoxsalen,sunitinib,0.0319
dactinomycin,axitinib,-0.2724
doxorubicin,bendamustine,-0.2806
streptozocin,thalidomide_hct,0.1756
tamoxifen,dacarbazine,-0.0139
celecoxib,pazopanib,-0.1094
anastrozole,sirolimus,0.0589
streptozocin,vismodegib,0.0857
erlotinib,doxorubicin,-0.1919
celecoxib,ruxolitinib,-0.0498
estramustinephosphatesodium,ifosfamide,-0.097
sirolimus,capecitabine,0.0138
allopurinol,lenalidomide_hct,-0.0676
doxorubicin,capecitabine,-0.2003
altretamine,dacarbazine,-0.0237
altretamine,abiraterone,-0.0492
gemcitabine_hct,vismodegib,0.0328
fulvestrant,megestrolacetate,0.0114
megestrolacetate,abiraterone,0.0113
letrozole,vandetanib,0.0151
nilotinib,fludarabine,-0.0606
cyclophosphamide,fulvestrant,0.0702
cyclophosphamide,mitotane,0.0072
imatinib,axitinib,-0.0731
aminolevulinicacid,tamoxifen,-0.0258
aminolevulinicacid,mitotane,-0.0207
methoxsalen,lenalidomide_hct,0.0449
raloxifene,axitinib,-0.0964
letrozole,abiraterone,-0.0642
capecitabine,axitinib,0.0226
ixabepilone,lenalidomide_hct,0.0091
fulvestrant,mitotane,0.0226
abiraterone,vemurafenib_hct,-0.0431
lapatinib,dasatinib,0.0053
mitotane,imatinib,0.0338
erlotinib,allopurinol,0.0482
methoxsalen,streptozocin,-0.0221
sorafenib,fulvestrant,0.0387
aminolevulinicacid,sorafenib,0.0287
bortezomib,ruxolitinib,0.0089
doxorubicin,imatinib,-0.2933
thalidomide_hct,sunitinib,0.0151
streptozocin,vinblastine,0.0325
streptozocin,ruxolitinib,0.1247
streptozocin,allopurinol,0.0344
ifosfamide,aminolevulinicacid,0.0159
allopurinol,megestrolacetate,-0.0066
aminolevulinicacid,sunitinib,0.0096
bendamustine,axitinib,-0.0677
gefitinib,doxorubicin,-0.0278
cyclophosphamide,sorafenib,0.0114
estramustinephosphatesodium,pralatrexate,-0.2076
bendamustine,lapatinib,0.0637
thalidomide_hct,aminolevulinicacid,-0.0024
thalidomide_hct,dasatinib,-0.0443
thalidomide_hct,mitotane,0.009
fulvestrant,tamoxifen,-0.1109
procarbazine,sunitinib,0.0539
temozolomide_hct,tamoxifen,0.1139
vandetanib,abiraterone,-0.0682
dacarbazine,vismodegib,-0.0032
axitinib,pazopanib,-0.0916
ruxolitinib,axitinib,-0.0509
dacarbazine,vandetanib,0.0151
doxorubicin,hydroxyurea,-0.2171
nelarabine,vandetanib,0.0303
bendamustine,tamoxifen,-0.0054
allopurinol,sunitinib,-0.0246
valrubicin,pazopanib,0.0455
sorafenib,tamoxifen,0.0091
aminolevulinicacid,megestrolacetate,-0.0334
aminolevulinicacid,vandetanib,0.0312
hydroxyurea,tamoxifen,-0.0236
ifosfamide,doxorubicin,0.031
methoxsalen,aminolevulinicacid,0.0603
hydroxyurea,megestrolacetate,0.0248
sorafenib,temozolomide_hct,0.0361
streptozocin,fulvestrant,0.0312
vinblastine,tamoxifen,-0.1273
cyclophosphamide,vinblastine,-0.006
anastrozole,tamoxifen,-0.0487
imiquimod_hct,doxorubicin,-0.2505
sirolimus,imatinib,0.0674
lenalidomide_hct,doxorubicin,-0.1205
imiquimod_hct,dacarbazine,-0.0454
sorafenib,sunitinib,-0.0257
imiquimod_hct,sirolimus,-0.2033
allopurinol,mitotane,-0.034
streptozocin,letrozole,-0.0212
tamoxifen,lenalidomide_hct,0.0432
ifosfamide,cyclophosphamide,-0.0198
cyclophosphamide,raloxifene,0.0511
celecoxib,vemurafenib_hct,-0.0808
mitotane,pazopanib,-0.1302
estramustinephosphatesodium,imatinib,-0.1068
dactinomycin,dacarbazine,-0.1604
sunitinib,dacarbazine,-0.0353
sirolimus,letrozole,0.0391
imiquimod_hct,tamoxifen,-0.1311
ifosfamide,allopurinol,0.0689
procarbazine,vandetanib,-0.0056
nilotinib,dacarbazine,-0.0753
sunitinib,ruxolitinib,0.0425
cyclophosphamide,ruxolitinib,0.0658
ifosfamide,abiraterone,0.0134
sunitinib,nelarabine,0.0534
altretamine,lenalidomide_hct,0.0137
anastrozole,dasatinib,0.0366
streptozocin,temozolomide_hct,0.0009
erlotinib,mitotane,-0.0013
imiquimod_hct,dasatinib,-0.0939
vismodegib,abiraterone,-0.0518
valrubicin,megestrolacetate,-0.054
methoxsalen,tamoxifen,-0.02
procarbazine,pralatrexate,0.0754
sunitinib,lenalidomide_hct,-0.0158
lenalidomide_hct,vandetanib,0.0242
lapatinib,tamoxifen,-0.0026
fulvestrant,sunitinib,-0.1145
fludarabine,raloxifene,0.0337
procarbazine,lenalidomide_hct,-0.0637
procarbazine,abiraterone,0.055
streptozocin,anastrozole,0.0105
sunitinib,capecitabine,0.0494
pazopanib,abiraterone,-0.0816
lapatinib,dacarbazine,-0.0685
fulvestrant,bendamustine,-0.0246
dasatinib,vemurafenib_hct,0.016
thalidomide_hct,abiraterone,-0.0978
capecitabine,vismodegib,0.0477
allopurinol,temozolomide_hct,0.024
ifosfamide,megestrolacetate,0.0305
bortezomib,vemurafenib_hct,-0.0591
cyclophosphamide,temozolomide_hct,0.0061
vinblastine,sunitinib,-0.0668
methoxsalen,abiraterone,-0.1128
thalidomide_hct,dacarbazine,-0.2536
procarbazine,lapatinib,0.027
sirolimus,celecoxib,-0.0497
ifosfamide,dacarbazine,-0.0373
ifosfamide,lenalidomide_hct,-0.0489
streptozocin,vemurafenib_hct,0.0679
erlotinib,lenalidomide_hct,-0.0903
capecitabine,abiraterone,-0.0492
valrubicin,vismodegib,-0.0397
ixabepilone,megestrolacetate,-0.0469
letrozole,dacarbazine,-0.1361
cyclophosphamide,methoxsalen,-0.005
procarbazine,vinblastine,0.0738
procarbazine,capecitabine,0.0276
fulvestrant,vinblastine,0.0022
erlotinib,cyclophosphamide,-0.0307
thalidomide_hct,tamoxifen,0.0244
methoxsalen,pralatrexate,0.0454
fulvestrant,vandetanib,-0.0083
erlotinib,streptozocin,-0.0097
aminolevulinicacid,letrozole,0.002
allopurinol,pazopanib,-0.0015
tamoxifen,abiraterone,-0.0634
methoxsalen,vismodegib,-0.0055
erlotinib,tamoxifen,-0.1619
allopurinol,vismodegib,-0.0172
bendamustine,mitotane,-0.0619
sirolimus,nilotinib,-0.0052
sunitinib,abiraterone,-0.0401
nilotinib,hydroxyurea,-0.0264
axitinib,vemurafenib_hct,-0.0488
doxorubicin,nelarabine,-0.244
lapatinib,lenalidomide_hct,-0.0553
mitotane,vandetanib,-0.069
fulvestrant,vismodegib,-0.0038
dacarbazine,pazopanib,-0.0105
tamoxifen,celecoxib,-0.014
lapatinib,vandetanib,0.0673
fulvestrant,ruxolitinib,-0.0604
allopurinol,altretamine,0.0333
bortezomib,altretamine,-0.0777
ifosfamide,sunitinib,-0.0015
cyclophosphamide,pralatrexate,0.0412
dasatinib,capecitabine,-0.047
bendamustine,sunitinib,0.0278
streptozocin,lapatinib,-0.0594
mitotane,lapatinib,0.0328
fulvestrant,altretamine,-0.0092
imatinib,abiraterone,-0.0566
cyclophosphamide,vismodegib,0.0168
methoxsalen,allopurinol,0.0246
aminolevulinicacid,vismodegib,0.0008
bortezomib,pazopanib,-0.0382
capecitabine,lenalidomide_hct,-0.0868
methoxsalen,vandetanib,-0.0055
nilotinib,abiraterone,-0.0387
abiraterone,ruxolitinib,-0.0252
sunitinib,imatinib,0.0449
thalidomide_hct,lenalidomide_hct,0.0633
mitotane,altretamine,-0.0994
ifosfamide,procarbazine,-0.0068
ixabepilone,ruxolitinib,-0.031
megestrolacetate,pazopanib,-0.0598
sunitinib,temozolomide_hct,0.0271
aminolevulinicacid,bendamustine,0.0275
cyclophosphamide,anastrozole,0.0573
ixabepilone,vandetanib,-0.071
methoxsalen,mitotane,-0.0079
mitotane,vinblastine,-0.0587
allopurinol,aminolevulinicacid,-0.0756
streptozocin,hydroxyurea,0.0237
streptozocin,nelarabine,-0.0043
letrozole,lenalidomide_hct,-0.0856
celecoxib,raloxifene,-0.0447
ruxolitinib,abiraterone,-0.0766
imiquimod_hct,vandetanib,0.036
imatinib,dacarbazine,-0.0659
ixabepilone,pazopanib,0.0542
mitotane,nelarabine,-0.2982
cyclophosphamide,nelarabine,-0.0256
capecitabine,vandetanib,0.0234
valrubicin,vandetanib,-0.0372
hydroxyurea,pazopanib,-0.0371
megestrolacetate,vemurafenib_hct,0.0174
procarbazine,imatinib,0.0139
anastrozole,dacarbazine,-0.1133
ifosfamide,streptozocin,-0.0331
nelarabine,axitinib,-0.0459
bortezomib,raloxifene,-0.0694
hydroxyurea,sunitinib,-0.0269
procarbazine,bendamustine,0.0371
tamoxifen,megestrolacetate,0.0423
procarbazine,allopurinol,0.0249
nilotinib,anastrozole,0.0645
procarbazine,celecoxib,0.0242
ifosfamide,mitotane,-0.0529
ifosfamide,vismodegib,0.0475
hydroxyurea,vismodegib,-0.0152
abiraterone,pazopanib,-0.0541
thalidomide_hct,fulvestrant,0.0113
lenalidomide_hct,ruxolitinib,0.0062
temozolomide_hct,pazopanib,0.0714
thalidomide_hct,bendamustine,0.01
allopurinol,vandetanib,-0.0412
altretamine,megestrolacetate,0.0039
nelarabine,dacarbazine,-0.0514
hydroxyurea,vandetanib,-0.003
dactinomycin,altretamine,-0.1942
altretamine,vandetanib,0.0364
